facility_name,longitude,latitude,description,address1,city,state,fac_zip
Washington Heights Family Center,"-73.933243","40.849182",Hospital Extension Clinic,575 West 181st Street,New York,New York,"10032"
CenterLight Healthcare D&TC,"-73.897957","40.696907",Diagnostic and Treatment Center Extension Clinic,11-40 Seneca Avenue,Ridgewood,New York,"11385"
Montefiore Hutchinson Campus,"-73.839535","40.852561",Hospital Extension Clinic,1250 Waters Place,Bronx,New York,"10461"
PS 194 Raoul Wallenberg,"-73.934016","40.59715",School Based Hospital Extension Clinic,3117 Avenue W,Brooklyn,New York,"11229"
Jamaica Hospital Medical Center,"-73.816299","40.701412",Hospital,89th Avenue & Van Wyck Expressway,Jamaica,New York,"11418"
NYP/Queens Cardiac Health Center,"-73.795158","40.739079",Hospital Extension Clinic,"174-11 Horace Harding Expressway, 1st Floor",Fresh Meadows,New York,"11365"
Columbia University Health Care Inc,"-73.940964","40.84153",Diagnostic and Treatment Center,630 West 168th Street,New York,New York,"10032"
Bishop O.G. Walker Jr Health Care Center,"-73.959","40.675537",Hospital Extension Clinic,528 Prospect Place,Brooklyn,New York,"11238"
"Dialyze Direct NY, LLC","-73.984917","40.63186",Diagnostic and Treatment Center,4714 16th Avenue,Brooklyn,New York,"11204"
Heritage Health Care,"-73.947258","40.825588",Diagnostic and Treatment Center,1727 Amsterdam Ave,New York,New York,"10031"
Long Island Jewish Forest Hills,"-73.851036","40.728745",Hospital,102-01 66th Road,Forest Hills,New York,"11375"
Avantus Upper Manhattan Dialysis Center,"-73.968552","40.796145",Diagnostic and Treatment Center Extension Clinic,801 Amsterdam Avenue,New York,New York,"10025"
Mount Eden Dialysis,"-73.917651","40.842679",Diagnostic and Treatment Center Extension Clinic,1490 Macombs Road,Bronx,New York,"10452"
Susan E. Wagner High School,"-74.124733","40.597157",School Based Hospital Extension Clinic,1200 Manor Road,Staten Island,New York,"10314"
All-Med & Rehabilitation of New York,"-73.858231","40.899326",Diagnostic and Treatment Center,4377 Bronx Blvd,Bronx,New York,"10466"
Narco Freedom-561 Court Street,"-74.000046","40.673622",Diagnostic and Treatment Center Extension Clinic,553-561 Court Street,Brooklyn,New York,"11231"
Lotus Health and Wellness,"-73.956153","40.814529",Diagnostic and Treatment Center,512 W 126th Street,New York,New York,"10027"
Kings Highway Dialysis,"-73.921825","40.619197",Diagnostic and Treatment Center Extension Clinic,5518 Avenue N,Brooklyn,New York,"11234"
Queens Boulevard Extended Care Facility Dialysis Center,"-73.902962","40.741776",Diagnostic and Treatment Center,61-11 Queens Boulevard,Woodside,New York,"11377"
"FedCare, Inc.","-73.98748","40.76363",Diagnostic and Treatment Center,344 West 51 Street,New York,New York,"10019"
PS 15,"-74.011879","40.677513",School Based Hospital Extension Clinic,71 Sullivan Street,Brooklyn,New York,"11220"
Charles B Wang Community Health Center Inc,"-73.999359","40.717232",Diagnostic and Treatment Center,125 Walker Street,New York,New York,"10013"
Richmond Kidney Center,"-74.109016","40.614563",Diagnostic and Treatment Center Extension Clinic,1366 Victory Boulevard,Staten Island,New York,"10301"
Mobile Health Center #2,"-73.936493","40.800378",Mobile Diagnostic and Treatment Center Extension Clinic,234 East 121 Street,New York,New York,"10455"
Third Avenue Imaging LLC,"-73.919823","40.814968",Diagnostic and Treatment Center,2781 Third Ave,Bronx,New York,"10455"
South Brooklyn Nephrology Center,"-73.912445","40.613831",Diagnostic and Treatment Center Extension Clinic,39-15 Avenue V,Brooklyn,New York,"11234"
NYU Langone Orthopedic Center,"-73.971489","40.746288",Hospital Extension Clinic,333 East 38th Street,New York,New York,"10016"
The Mackool Eye Institute LLC,"-73.916771","40.76025",Diagnostic and Treatment Center,31-27 41st St,Astoria,New York,"11103"
Medisys Howard Beach Women&Children Care,"-73.841232","40.663975",Hospital Extension Clinic,156-10 Cross Bay Boulevard,Howard Beach,New York,"11414"
CS 46/Tappan,"-73.935822","40.831367",School Based Diagnostic and Treatment Center Extension Clinic,2987 Eighth Avenue,New York,New York,"10039"
Herbert H. Lehman High School,"-73.838272","40.840576",School Based Hospital Extension Clinic,3000 East Tremont Street,Bronx,New York,"10461"
Haven Dialysis,"-73.942924","40.843445",Diagnostic and Treatment Center Extension Clinic,60 Haven Ave,New York,New York,"10032"
Center for Radiation Therapy,"-73.846916","40.845497",Hospital Extension Clinic,1617 Poplar Street,Bronx,New York,"10461"
Comprehensive Fam Care Center,"-73.845665","40.844967",Hospital Extension Clinic,1621 Eastchester Road,Bronx,New York,"10461"
Community Healthcare Network,"-73.805962","40.696922",Mobile Diagnostic and Treatment Center Extension Clinic,97-04 Sutphin Boulevard,Jamaica,New York,"11435"
Roberto Clemente Family Guidance Center,"-73.979195","40.728966",Diagnostic and Treatment Center Extension Clinic,540 East 13th Street,New York,New York,"10009"
Wyckoff Heights Medical Center,"-73.91774","40.704517",Hospital,374 Stockholm Street,Brooklyn,New York,"11237"
35th Street Health Center,"-73.992867","40.752907",Diagnostic and Treatment Center Extension Clinic,500 Eighth Avenue  3rd Floor,New York,New York,"10018"
Adapt Community Network,"-73.973892","40.630581",Diagnostic and Treatment Center,175 Lawrence Avenue,Brooklyn,New York,"11230"
U.S. Renal Care South Flushing Dialysis,"-73.808731","40.729652",Diagnostic and Treatment Center,71-12 Park Avenue,Flushing,New York,"11365"
Premier Healthcare Tremont Avenue,"-73.836594","40.839355",Diagnostic and Treatment Center Extension Clinic,3060 East Tremont Avenue,Bronx,New York,"10461"
Montefiore Medical Center - Henry & Lucy Moses Div,"-73.880562","40.879951",Hospital,111 East 210th Street,Bronx,New York,"10467"
Urban Horizons Family Practice,"-73.918968","40.836559",Diagnostic and Treatment Center Extension Clinic,50-98 East 168th Street,Bronx,New York,"10452"
Waters Place Dialysis Center,"-73.84478","40.847191",Diagnostic and Treatment Center Extension Clinic,1733 Eastchester Road,Bronx,New York,"10461"
CHN - Caribbean House Clinic,"-73.950386","40.658989",Diagnostic and Treatment Center Extension Clinic,1167 Nostrand Avenue,Brooklyn,New York,"11225"
Fordham-Tremont Comm Mntl Health Center,"-73.885582","40.840729",Hospital Extension Clinic,1900 Crotona Parkway,Bronx,New York,"10460"
START Treatment & Recovery Centers,"-73.965019","40.683155",Diagnostic and Treatment Center Extension Clinic,937 Fulton Street,Brooklyn,New York,"11238"
Montefiore Medical Center - Wellness Center at Melrose,"-73.91899","40.825482",Hospital Extension Clinic,260 East 161st Street,Melrose,New York,"10451"
Ryan Health | Wadsworth,"-73.935213","40.849744",Diagnostic and Treatment Center Extension Clinic,154 Wadsworth Avenue,New York,New York,"10033"
Union Square Eye Care,"-73.98789","40.73779",Diagnostic and Treatment Center Extension Clinic,"235 Park Avenue South, 2nd Floor",New York,New York,"10003"
Atlas Park Dialysis,"-73.869771","40.709092",Diagnostic and Treatment Center Extension Clinic,80-00 Cooper Avenue,Glendale,New York,"11385"
Memorial Sloan Kettering 64th Street Outpatient Center,"-73.963377","40.764373",Hospital Extension Clinic,205 East 64th Street,New York,New York,"10065"
"Park Avenue Dialysis Center, LLC","-73.938804","40.803836",Diagnostic and Treatment Center,116 East 124th Street,New York,New York,"10035"
Project Renewal Health 45th Street Clinic,"-73.972","40.752319",Diagnostic and Treatment Center Extension Clinic,225 East 45th Street,New York,New York,"10017"
Montefiore Medical Center - Wellness Center at Port Morris,"-73.91041","40.803387",Hospital Extension Clinic,804 East 138th Street,Bronx,New York,"10454"
Crown Heights Health Center,"-73.935692","40.67347",Diagnostic and Treatment Center Extension Clinic,1218 Prospect Place,Brooklyn,New York,"11213"
Primary Care Annex,"-74.011787","40.64032",Hospital Extension Clinic,5616 6th Avenue,Brooklyn,New York,"11220"
Covenant House,"-73.995537","40.758739",Diagnostic and Treatment Center,460 West 41st Street,New York,New York,"10036"
West Farms Family Practice Center,"-73.88002","40.840321",Hospital Extension Clinic,1055 East Tremont Avenue,Bronx,New York,"10460"
256 Mason Avenue Radiology,"-74.086708","40.586643",Hospital Extension Clinic,256 Mason Avenue,Staten Island,New York,"10305"
IDCC Health Services,"-73.983806","40.605635",Diagnostic and Treatment Center,201 Kings Highway,Brooklyn,New York,"11223"
HSS Hudson Yards,"-74.001051","40.754429",Hospital Extension Clinic,"532-560 West 33rd Street, 8th Floor",New York,New York,"10001"
Maimonides Adult and Pediatric Care 7th Avenue,"-74.013725","40.634846",Hospital Extension Clinic,6323 Seventh Avenue,Brooklyn,New York,"11220"
Ambulatory Care Clinic at Union Hosp,"-73.896179","40.860882",Hospital Extension Clinic,260 East 188th Street,Bronx,New York,"10458"
Methadone Clinic II,"-73.958687","40.678497",Hospital Extension Clinic,639 Classon Avenue,Brooklyn,New York,"11238"
Frank J. Macchiarola Educational Complex,"-73.937669","40.594079",School Based Hospital Extension Clinic,3000 Avenue X,Brooklyn,New York,"11235"
Ryan/Chelsea-Clinton Community Health Center,"-73.99395","40.76181",Diagnostic and Treatment Center,645 Tenth Ave,New York,New York,"10036"
PS 85,"-73.895042","40.858891",School Based Hospital Extension Clinic,2400 Marion Ave,Bronx,New York,"10458"
NY Med,"-73.84848","40.721569",Diagnostic and Treatment Center,69-15b Austin Street,Forest Hills,New York,"11375"
"Flushing Endoscopy Center, LLC","-73.829292","40.759727",Diagnostic and Treatment Center,136-02 Roosevelt Avenue,Flushing,New York,"11354"
"GoldStep Ambulatory Surgery Center, LLC","-73.947713","40.63644",Diagnostic and Treatment Center,3007 Farragut Road,Brooklyn,New York,"11210"
NewYork-Presbyterian Brooklyn Methodist Hospital,"-73.978905","40.668087",Hospital,506 Sixth Street,Brooklyn,New York,"11215"
Project Renewal,"-73.990951","40.725937",Diagnostic and Treatment Center,8 East 3rd Street,New York,New York,"10003"
Union Community Health Center Mobile Medical Van,"-73.896103","40.860435",Mobile Diagnostic and Treatment Center Extension Clinic,260 East 188th Street,Bronx,New York,"10458"
Ryan/Frederick Douglass Community Health Center,"-73.950141","40.812108",Diagnostic and Treatment Center Extension Clinic,2381 Frederick Douglass Boulevard,New York,New York,"10027"
Brian Picolo/Intermediate School #53 School Clinic,"-73.749321","40.604053",School Based Hospital Extension Clinic,1045 Nameoke Street,Far Rockaway,New York,"11691"
Scanvan (Mobile),"-73.991211","40.726082",Diagnostic and Treatment Center Extension Clinic,8 East Third Street,New York,New York,"10013"
PS 171 Patrick Henry Preparatory School,"-73.951449","40.792294",School Based Hospital Extension Clinic,19 East 103rd Street,New York,New York,"10029"
Hudson Specialty Surgery Center,"-73.99971","40.752207",Diagnostic and Treatment Center,450 West 31st Street,New York,New York,"10001"
Surgery of Tomorrow,"-73.960884","40.606271",Diagnostic and Treatment Center,1766 East 12th Street,Brooklyn,New York,"11229"
"Montefiore Medical Center-Moses/Mobile Van #1,#2,#3,& #4","-73.880562","40.879951",Hospital Extension Clinic,111 East 210th Street,Bronx,New York,"10467"
Long Island Jewish Medical Center,"-73.707576","40.753797",Hospital,270-05 76th Avenue,New Hyde Park,New York,"11040"
TapCo Campus,"-73.896489","40.855005",School Based Diagnostic and Treatment Center Extension Clinic,2225 Webster Avenue,Bronx,New York,"10457"
Rogosin Kidney Center-Bklyn Dialysis,"-73.978905","40.668087",Diagnostic and Treatment Center Extension Clinic,506 Sixth St-7th Fl Buckley Pavilion,Brooklyn,New York,"11215"
Melrose Houses Child Health Clinic,"-73.91729","40.821201",Diagnostic and Treatment Center Extension Clinic,348 East 156th Street,Bronx,New York,"10451"
PS 333/335,"-73.898857","40.820351",School Based Diagnostic and Treatment Center Extension Clinic,888 Rev. James A. Polite Ave,Bronx,New York,"10456"
IDCC Health Services,"-73.973505","40.604452",Diagnostic and Treatment Center Extension Clinic,445 Kings Highway,Brooklyn,New York,"11223"
BronxCare Ogden Family Medical and Dental Center,"-73.928391","40.834835",Diagnostic and Treatment Center Extension Clinic,1067 Ogden Avenue,Bronx,New York,"10456"
Stuyvesant Heights Dialysis,"-73.921122","40.676425",Diagnostic and Treatment Center Extension Clinic,2064 Altantic Avenue,Brooklyn,New York,"11208"
PS/MS 75,"-73.889343","40.822418",School Based Diagnostic and Treatment Center Extension Clinic,984 Faile Street,Bronx,New York,"10459"
PS 153/368,"-73.946877","40.826344",School Based Hospital Extension Clinic,1750 Amsterdam Avenue,New York,New York,"10031"
ODA Primary Health Care Network Dental Clinic,"-73.959435","40.700439",Diagnostic and Treatment Center Extension Clinic,54 Rutledge Street,Brooklyn,New York,"11211"
Phoenix House Long Island City Family Health Center,"-73.940491","40.765057",Diagnostic and Treatment Center Extension Clinic,34-11 Vernon Boulevard,Long Island City,New York,"11106"
Longwood Dialysis,"-73.892693","40.818851",Diagnostic and Treatment Center Extension Clinic,931 Bruckner Boulevard,Bronx,New York,"10459"
"Beacon Christian Community Health Center, Inc.","-74.158638","40.626427",Diagnostic and Treatment Center,2079 Forest Avenue,Staten Island,New York,"10303"
121st Street Family Health Center,"-73.936897","40.800873",Diagnostic and Treatment Center Extension Clinic,219 East 121 Street,New York,New York,"10035"
NYU Langone Perlmutter Cancer Center-34th Street,"-73.978752","40.745934",Hospital Extension Clinic,160 East 34th Street,New York,New York,"10016"
NYU Langone Rutherford,"-73.983231","40.734818",Hospital Extension Clinic,305 Second Ave,New York,New York,"10003"
Cloves Lakes Health Care & Rehab Center,"-74.122993","40.608437",Diagnostic and Treatment Center Extension Clinic,25 Fanning Street,Staten Island,New York,"10314"
Brownsville Child Health Clinic,"-73.911385","40.66497",Diagnostic and Treatment Center Extension Clinic,259 Bristol Street,Brooklyn,New York,"11212"
Riverdale Dialysis Center,"-73.90332","40.88047",Diagnostic and Treatment Center Extension Clinic,170 West 233rd Street,Bronx,New York,"10463"
Center for Hearing and Communication,"-74.01255","40.706612",Diagnostic and Treatment Center,50 Broadway,New York,New York,"10004"
Julia Richman High School,"-73.960709","40.76569",School Based Hospital Extension Clinic,317 E 67th Street,New York,New York,"10021"
P R O M E S A Inc,"-73.904655","40.846165",Diagnostic and Treatment Center,1776 Clay Avenue,Bronx,New York,"10457"
HSS Spine Therapy Center,"-73.954243","40.769697",Hospital Extension Clinic,405 East 75th Street,New York,New York,"10021"
I S 302,"-73.883461","40.67701",School Based Diagnostic and Treatment Center Extension Clinic,350 Linwood Street,Brooklyn,New York,"11208"
Sidney Kimmel Center,"-73.958339","40.765739",Hospital Extension Clinic,353 East 68th Street,New York,New York,"10065"
New York-Presbyterian Hospital - New York Weill Cornell Center,"-73.954926","40.76408",Hospital,525 East 68th Street,New York,New York,"10021"
CHN Mobile Van IV,"-73.881325","40.669994",Mobile Diagnostic and Treatment Center Extension Clinic,999 Blake Avenue,Brooklyn,New York,"11208"
CenterLight Healthcare D&TC,"-73.984024","40.590649",Diagnostic and Treatment Center Extension Clinic,2301-2331 Stillwell Avenue,Brooklyn,New York,"11223"
New Dorp High School,"-74.107338","40.569302",School Based Hospital Extension Clinic,465 New Dorp Lane,Staten Island,New York,"10306"
Jerome Family Health Center,"-73.911819","40.848324",Diagnostic and Treatment Center Extension Clinic,1778 Jerome Avenue,Bronx,New York,"10453"
RUMC Behavioral Health Pavilion,"-74.175539","40.612578",Hospital Extension Clinic,1130 South Avenue,Staten Island,New York,"10314"
Rogosin West Side,"-73.994598","40.769203",Diagnostic and Treatment Center Extension Clinic,619 West 54th Street,New York,New York,"10019"
The Derfner Foundation Ambulatory Surgery Center,"-73.95411","40.78902",Diagnostic and Treatment Center,"5 East 98th Street, 14th Floor",New York,New York,"10029"
Abraham Lincoln (K410),"-73.968699","40.582621",School Based Hospital Extension Clinic,2800 Ocean Parkway,Brooklyn,New York,"11235"
"Endoscopic Diagnostic and Treatment Center, LLC","-74.021156","40.628529",Diagnostic and Treatment Center,560-564 Bay Ridge Parkway,Brooklyn,New York,"11209"
Gramercy Park Digestive Disease Center,"-73.987808","40.738426",Diagnostic and Treatment Center,250 Park Avenue South,New York,New York,"10003"
PS 83 Mendoza School,"-73.941612","40.792862",School Based Hospital Extension Clinic,219 East 109th Street,New York,New York,"10029"
"Healthcare Choices NY, Inc.","-73.993164","40.623581",Diagnostic and Treatment Center,6209 16th Avenue,Brooklyn,New York,"11204"
